མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།,,,,,
འཕགས་པ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་ཅན་གྱི་སྒྲུབ་ཐབས་ཀྱི་མན་ངག་རྒྱ་ཆེར་བཤད་པའི་འགྲེལ་པ།,1626,2,1,《པེ་》《སྣར་》,གོས་སྔོན་ཅན་སྒྲུབ་ཐབས་ཀྱི་མན་ངག་གི་རྒྱ་ཆེར་བཤད་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པ་བཞུགས་སོ།།,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 
,,3,2,《པེ་》《སྣར་》,པ་ཎི་སཏྭ།,,,,,,
,,4,3,《པེ་》《སྣར་》,mཊཱི་ཀ,,,,,,
,,5,4,《པེ་》《སྣར་》,བཞི།,,,,,,
,1628,6,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,7,2,《པེ་》《སྣར་》,བོ།,,,,,,
,,8,3,《ཅོ་》,གསུངས།,,,,,,
,,9,4,《པེ་》《སྣར་》,འཐོབས།,,,,,,
,,10,5,《པེ་》,སྒྲོན་མ།,《སྣར་》,སྒྲོལ་མ།,,,,,
,,11,6,《པེ་》《སྣར་》,རིས།,,,,,,
,,12,7,《པེ་》《སྣར་》,mདང་།,,,,,,
,,13,8,《པེ་》《སྣར་》,སྒོམ་པར།,,,,,,
,,14,9,《པེ་》《སྣར་》,mདང་།,,,,,,
,,15,10,《པེ་》《སྣར་》,mཔ།,,,,,,
,,16,11,《པེ་》《སྣར་》,མ།,,,,,,
,,17,12,《པེ་》《སྣར་》,འདུས།,,,,,,
,1629,18,1,《པེ་》《སྣར་》,ཆེ།,,,,,,
,,19,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,20,3,《པེ་》《སྣར་》,གསོག,,,,,,
,,21,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,22,5,《པེ་》《སྣར་》,རྒྱུ།,,,,,,
,,23,6,《པེ་》《སྣར་》,mབསྐྱེད།,,,,,,
,,24,7,《པེ་》《སྣར་》,བྲུཾ་གི།,,,,,,
,,25,8,《པེ་》《སྣར་》,རླབས།,,,,,,
,,26,9,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,27,10,《པེ་》《སྣར་》,སྡང་།,,,,,,
,1630,28,1,《པེ་》《སྣར་》,སོང་།,,,,,,
,,29,2,《པེ་》《སྣར་》,བྲུཾ་གི།,,,,,,
,,30,3,《པེ་》《སྣར་》,བྲུཾ་ཧཱུཾ་བྲུཾ་སྭ་བྲུཾ་ཧ་བྲུཾ་ཨ་བྲུཾ།,,,,,,
,,31,4,《པེ་》《སྣར་》,དབུལ།,,,,,,
,,32,5,《པེ་》《སྣར་》,དང་།,,,,,,
,,33,6,《པེ་》《སྣར་》,གྲུབ།,,,,,,
,,34,7,《པེ་》《སྣར་》,mཔ།,,,,,,
,,35,8,《པེ་》《སྣར་》,ཨཱ། །སྙིང་རྗེ།,,,,,,
,,36,9,《པེ་》《སྣར་》,གསོ་བ།,,,,,,
,,37,10,《སྣར་》,བཞི།,,,,,,
,,38,11,《པེ་》《སྣར་》,བསད།,,,,,,
,1631,39,1,《པེ་》,ཧཱུྃ་བ།,《སྣར་》,ཧཱུཾ་བ།,,,,,
,,40,2,《སྣར་》,pབ།,,,,,,
,,41,3,《སྣར་》,པོའི།,,,,,,
,,42,4,《པེ་》《སྣར་》,ཕྱི།,,,,,,
,,43,5,《པེ་》《སྣར་》,དོན་ནོ།།,,,,,,
,1632,44,1,《པེ་》《སྣར་》,མི་འདའ་ཡང་།,,,,,,
,,45,2,《པེ་》《སྣར་》,པའོ།།,,,,,,
,,46,3,《པེ་》《སྣར་》,pཐམས་ཅད།,,,,,,
,,47,4,《པེ་》《སྣར་》,mདང་།,,,,,,
,,48,5,《པེ་》,པ་ཆོས།,《སྣར་》,པའི་ཆོས།,,,,,
,1633,49,1,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,50,2,《པེ་》《སྣར་》,སྟེ་བྲུཾ།,,,,,,
,,51,3,《པེ་》《སྣར་》,བཞག,,,,,,
,,52,4,《པེ་》《སྣར་》,pཔའོ།,,,,,,
,,53,5,《པེ་》《སྣར་》,pཔ།,,,,,,
,,54,6,《པེ་》《སྣར་》,སྤོང་།,,,,,,
,,55,7,《པེ་》《སྣར་》,pདང་།,,,,,,
,,56,8,《པེ་》《སྣར་》,སྲིན་པོ།,,,,,,
,,57,9,《པེ་》,ལྕེ།,,,,,,
,,58,10,《པེ་》《སྣར་》,པ།,,,,,,
,,59,11,《པེ་》《སྣར་》,ཡི།,,,,,,
,,60,12,《པེ་》《སྣར་》,ཉི་ཟླའི།,,,,,,
,1634,61,1,《པེ་》《སྣར་》,རྗེ།,,,,,,
,,62,2,《པེ་》《སྣར་》,བ།,,,,,,
,,63,3,《པེ་》《སྣར་》,པ།,,,,,,
,,64,4,《པེ་》《སྣར་》,རིག་ལྔ།,,,,,,
,,65,5,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,66,6,《པེ་》《སྣར་》,བོ།,,,,,,
,,67,7,《པེ་》《སྣར་》,ལྔ།,,,,,,
,,68,8,《པེ་》《སྣར་》,mནི།,,,,,,
,,69,9,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,70,10,《པེ་》《སྣར་》,ཡང་།,,,,,,
,1635,71,1,《པེ་》《སྣར་》,རྗེ།,,,,,,
,,72,2,《པེ་》《སྣར་》,པ།,,,,,,
,,73,3,《པེ་》《སྣར་》,འཇོམ།,,,,,,
,,74,4,《པེ་》《སྣར་》,བོ།,,,,,,
,,75,5,《པེ་》《སྣར་》,pནི།,,,,,,
,,76,6,《པེ་》《སྣར་》,mགྱི།,,,,,,
,,77,7,《པེ་》《སྣར་》,m᫸།,,,,,,
,,78,8,《པེ་》《སྣར་》,འབྱུང་ངོ་།,,,,,,
,,79,9,《པེ་》《སྣར་》,བཞིན།,,,,,,
,,80,10,《པེ་》《སྣར་》,pམཆོད་པ་དང་སྨན་གྱིས།,,,,,,
,1636,81,1,《པེ་》《སྣར་》,གསུམ།,,,,,,
,,82,2,《པེ་》《སྣར་》,བསྲེག་ཏེ་སྦྱང་།,,,,,,
,,83,3,《སྣར་》,ཕྱུང་།,,,,,,
,,84,4,《པེ་》《སྣར་》,pསྟེ།,,,,,,
,,85,5,《པེ་》,བྱའོ།,,,,,,
,,86,6,《པེ་》《སྣར་》,བསྟིམ།,,,,,,
,,87,7,《པེ་》《སྣར་》,ལྔ།,,,,,,
,,88,8,《པེ་》《སྣར་》,སྐུར།,,,,,,
,,89,9,《པེ་》《སྣར་》,བ་ནི།,,,,,,
,,90,10,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,,
,,91,11,《པེ་》《སྣར་》,རིགས་ལྔ།,,,,,,
,,92,12,《སྣར་》,བཀུར།,,,,,,
,,93,13,《པེ་》《སྣར་》,སོར།,,,,,,
,,94,14,《པེ་》《སྣར་》,བུ།,,,,,,
,1637,95,1,《པེ་》《སྣར་》,རིག་སྔགས།,,,,,,
,,96,2,《པེ་》《སྣར་》,སྦྱོང་།,,,,,,
