མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
༄༅། །དེ་ཁོ་ན་ཉིད་སྒྲོན་མ་ཞེས་བྱ་བ།,1488,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》《སྣར་》དེ་ཁོ་ན་ཉིད་སྒྲོན་མ་དགེ་སློང་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པ་བཞུགས།,
,,3,2,《པེ་》《སྣར་》,pས་ན་ཏ།,
,,4,3,《པེ་》《སྣར་》,ཨ།,
,,5,4,《པེ་》《སྣར་》,pཨ་ཏི།,
,,6,5,《པེ་》《སྣར་》,mམཛད།,
,,7,6,《པེ་》《སྣར་》,mཐམས་ཅད།,
,,8,7,《པེ་》《སྣར་》,གྲུབ།,
,,9,8,《པེ་》《སྣར་》,pལམ།,
,,10,9,《པེ་》《སྣར་》,དང་།,
,,11,10,《པེ་》《སྣར་》,སྒྲོག,
,1489,12,1,《པེ་》《སྣར་》,ཞིང་བརྩོན་འགྲུས་དགའ།,
,,13,2,《པེ་》《སྣར་》,བོ།,
,,14,3,《པེ་》《སྣར་》,རྫས།,
,,15,4,《པེ་》《སྣར་》,བསྲུང་།,
,,16,5,《པེ་》《སྣར་》,རླབས།,
,,17,6,《པེ་》《སྣར་》,བསད།,
,,18,7,《པེ་》《སྣར་》,པ།,
,,19,8,《པེ་》《སྣར་》,གཏུབ།,
,,20,9,《པེ་》《སྣར་》,ན།,
,,21,10,《པེ་》《སྣར་》,ན།,
,1490,22,1,《པེ་》《སྣར་》,བཙལ།,
,,23,2,《པེ་》《སྣར་》,གཟུང་།,
,,24,3,《པེ་》《སྣར་》,བདེར།,
,,25,4,《པེ་》《སྣར་》,དྲངས།,
,,26,5,《པེ་》《སྣར་》,ལ།,
,,27,6,《པེ་》《སྣར་》,གཟུང་།,
,,28,7,《པེ་》《སྣར་》,ཡི།,
,,29,8,《པེ་》《སྣར་》,བསྡུ་བ།,
,,30,9,《པེ་》《སྣར་》,པདྨ།,
,,31,10,《པེ་》《སྣར་》,པར།,
,1491,32,1,《པེ་》《སྣར་》,ཡི།,
,,33,2,《པེ་》《སྣར་》,སྲེད།,
,,34,3,《པེ་》《སྣར་》,pལ།,
,,35,4,《པེ་》《སྣར་》,ལྷ།,
,,36,5,《པེ་》《སྣར་》,མ།,
,,37,6,《པེ་》《སྣར་》,བྱ།,
,,38,7,《པེ་》《སྣར་》,གོང་།,
,,39,8,《པེ་》《སྣར་》,pདང་།,
,,40,9,《པེ་》《སྣར་》,mདང་།,
,,41,10,《པེ་》《སྣར་》,བྲུཾ།,
,1492,42,1,《པེ་》《སྣར་》,ལ།,
,,43,2,《པེ་》《སྣར་》,ཡི།,
,,44,3,《པེ་》《སྣར་》,ལྔ།,
,,45,4,《པེ་》《སྣར་》,འགྲིལ།,
,,46,5,《པེ་》《སྣར་》,འཁྲང་།,
,,47,6,《པེ་》,སྨད་གོས་སྔོན་ཤམ་ཐབས་ཅན།,《སྣར་》,སྟོད་གོས་སྔོན་སྟོད་གཡོགས་ཅན།
,,48,7,《པེ་》《སྣར་》,འཁྲིས།,
,,49,8,《པེ་》《སྣར་》,བཅུ།,
,,50,9,《པེ་》《སྣར་》,pམཆོད།,
,,51,10,《པེ་》《སྣར་》,mནི།,
,,52,11,《པེ་》《སྣར་》,པོ།,
,,53,12,《པེ་》《སྣར་》,བདེར།,
,,54,13,《པེ་》《སྣར་》,རློབས།,
,,55,14,《པེ་》《སྣར་》,གེ།,
,1493,56,1,《པེ་》《སྣར་》,པར།,
,,57,2,《པེ་》《སྣར་》,རྗེ།,
,,58,3,《པེ་》《སྣར་》,བོ་སྐུ།,
,,59,4,《པེ་》《སྣར་》,དེ་དོན་འབར།,
,,60,5,《པེ་》《སྣར་》,ལ།,
,,61,6,《པེ་》《སྣར་》,བེ་རུ་ཌཱ།,
,,62,7,《པེ་》《སྣར་》,བྷཀྵྱེ།,
,,63,8,《པེ་》《སྣར་》,mཿ།,
,,64,9,《པེ་》《སྣར་》,ནྲི།,
,,65,10,《པེ་》《སྣར་》,ངྷུ་དཔེ།,
,,66,11,《པེ་》《སྣར་》,mཿ།,
,,67,12,《པེ་》《སྣར་》,ཨཿ།,
,,68,13,《པེ་》《སྣར་》,གཎྚེ།,
,,69,14,《པེ་》《སྣར་》,བཞག,
,1494,70,1,《པེ་》《སྣར་》,དམང་།,
,,71,2,《པེ་》,ནྲི།,
,,72,3,《པེ་》《སྣར་》,ལ།,
,,73,4,《པེ་》《སྣར་》,བསྲུང་།,
,1495,74,1,《པེ་》《སྣར་》,ཀྱི་ཕྱོགས་བཅུ།,
,,75,2,《པེ་》《སྣར་》,མཆོད།,
,,76,3,《པེ་》《སྣར་》,བརླབ།,
,,77,4,《པེ་》《སྣར་》,བཤགས།,《ཅོ་》,གཤེགས།
,,78,5,《པེ་》《སྣར་》,༼རིགས་ཀྱི།,
,,79,6,《པེ་》《སྣར་》,།།   །།,
,,80,7,《སྣར་》,སྦྱོང།,
,,81,8,《པེ་》《སྣར་》,བཤགས། , 《ཅོ་》,གཤེགས།
,1496,82,1,《པེ་》《སྣར་》,བསྐྱེད་དེ་ལྷ།,
,,83,2,《པེ་》《སྣར་》,རྒྱས་པས་གསུངས།། །།,
,,84,3,《པེ་》《སྣར་》,གསལ།,
,,85,4,《པེ་》《སྣར་》,རླབས།,
,,86,5,《སྣར་》,བ།,
,,87,6,《པེ་》《སྣར་》,བརྒྱད།,
,,88,7,《པེ་》《སྣར་》,གི།,
,,89,8,《པེ་》《སྣར་》,དག,
,1497,90,1,《པེ་》《སྣར་》,སྒོམ།,
,,91,2,《པེ་》《སྣར་》,འཕེལ།,
,,92,3,《པེ་》《སྣར་》,བྱུང་།,
,,93,4,《པེ་》《སྣར་》,པོ།,
,,94,5,《པེ་》《སྣར་》,བཅོས།,
,1498,95,1,《པེ་》《སྣར་》,ཡིན།,
,,96,2,《པེ་》《སྣར་》,བརྟན།,
,,97,3,《པེ་》《སྣར་》,བརྟན།,
,,98,4,《པེ་》《སྣར་》,pསོ།,
,,99,5,《པེ་》《སྣར་》,ཡིས།,
,1499,100,1,《པེ་》《སྣར་》,ཡིས།,
,,101,2,《པེ་》《སྣར་》,རྟོག,
,,102,3,《པེ་》《སྣར་》,འཐོབ།,
,,103,4,《སྣར་》,དེས་ན།,
,,104,5,《པེ་》《སྣར་》,ཡིན།,
,,105,6,《པེ་》《སྣར་》,རྫིངས།,
,,106,7,《པེ་》《སྣར་》,རྫིངས།,
,,107,8,《པེ་》《སྣར་》,ཡིན།,
,,108,9,《པེ་》《སྣར་》,མཚན།,
,,109,10,《པེ་》《སྣར་》,ཡི།,
,1500,110,1,《པེ་》《སྣར་》,འཕེན་པར།,
,,111,2,《པེ་》《སྣར་》,གཞན།,
,,112,3,《པེ་》,ཡིན།,《སྣར་》,ཡི།
,,113,4,《པེ་》《སྣར་》,ཕྱིན།,
,,114,5,《པེ་》《སྣར་》,པ་ལས་རྣམས་ཀྱི།,
,,115,6,《པེ་》《སྣར་》,པ་ཡིས།,
,1501,116,1,《པེ་》《སྣར་》,བརྡའ།,
,,117,2,《པེ་》《སྣར་》,pབརྗོད་པ།,
,,118,3,《པེ་》《སྣར་》,རྩེགས།,
,,119,4,《པེ་》《སྣར་》,ཆས།,
,,120,5,《པེ་》《སྣར་》,བཟླས།,
,,121,6,《པེ་》《སྣར་》,ཚོགས།,
,,122,7,《པེ་》《སྣར་》,པོ།,
,,123,8,《པེ་》《སྣར་》,འཕྲེང་།,
,,124,9,《སྣར་》,སྒྲུལ།,
,1502,125,1,《སྣར་》,ནི།,
,,126,2,《པེ་》《སྣར་》,སྲེག,
,,127,3,《པེ་》,འཕྲེང་།,
,,128,4,《པེ་》《སྣར་》,སྦྱང་བར།,
,,129,5,《པེ་》《སྣར་》,བཅད་བཏུབས།,
,,130,6,《པེ་》《སྣར་》,སྟོབ།,
,,131,7,《པེ་》《སྣར་》,ལ།,
,,132,8,《པེ་》《སྣར་》,གཟུང་།,
,,133,9,《པེ་》《སྣར་》,པོ།,
,1503,134,1,《པེ་》《སྣར་》,གཙུགས།,
,,135,2,《པེ་》《སྣར་》,གཟེར།,
,,136,3,《པེ་》,གཟེར།,
,,137,4,《པེ་》《སྣར་》,གྱི།,
,,138,5,《པེ་》《སྣར་》,ལ།,
,,139,6,《པེ་》《སྣར་》,pཏ།,
,,140,7,《པེ་》《སྣར་》,མ།,
,,141,8,《པེ་》《སྣར་》,ཀི་ལུ་ཀི།,
,,142,9,《པེ་》《སྣར་》,ངྷརྨ།,
,,143,10,《པེ་》《སྣར་》,ཤཱཾ།,
,,144,11,《པེ་》《སྣར་》,ཧྲི།,
,,145,12,《པེ་》《སྣར་》,སྟཾ་བྷ་ཡ། སྟཾ་བྷ།,
,,146,13,《པེ་》《སྣར་》,རཀྵ།,
,,147,14,《པེ་》《སྣར་》,ཏོ་ས།,
,1504,148,1,《པེ་》《སྣར་》,ཝཱཾ།,
,,149,2,《པེ་》,པདྨས།,《སྣར་》,པསྨ།
,,150,3,《པེ་》《སྣར་》,ལས།,
,,151,4,《པེ་》《སྣར་》,བུ།,
,,152,5,《པེ་》《སྣར་》,བསྟུམ།,
,,153,6,《པེ་》《སྣར་》,མཚམས།,
,1505,154,1,《པེ་》《སྣར་》,སོ།,
,,155,2,《པེ་》《སྣར་》,དྲང་།,
,,156,3,《པེ་》《སྣར་》,ཀྱི།,
,,157,4,《པེ་》《སྣར་》,།། །།,
,1506,158,1,《པེ་》《སྣར་》,པ།,
,,159,2,《པེ་》《སྣར་》,པོ།,
,,160,3,《པེ་》《སྣར་》,པོ།,
,,161,4,《པེ་》《སྣར་》,གཅེར།,
,,162,5,《པེ་》《སྣར་》,རྒྱན། ། བྱིན་རླབས།,
,,163,6,《པེ་》,ཏྲཾ་ལས་ནི།,《སྣར་》,ཏྲཾ་ལས།
,,164,7,《པེ་》《སྣར་》,ཧྲི།,
,,165,8,《པེ་》《སྣར་》,སྦྱངས།,
,1507,166,1,《པེ་》《སྣར་》,ཀྱི།,
,,167,2,《པེ་》《སྣར་》,བརླབ།,
,,168,3,《པེ་》《སྣར་》,མ།,
,,169,4,《པེ་》《སྣར་》,གཉིས།,
,,170,5,《པེ་》《སྣར་》,སོ།,
,,171,6,《པེ་》《སྣར་》,སོ།,
,,172,7,《པེ་》《སྣར་》,སོ་རིགས་ཀྱི་དབུ་རྒྱན།,
