མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།,,,,,
ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་ཀྱི་རྣམ་པར་བཤད་པ་འཕགས་པ་ཐོགས་མེད་ཀྱིས་མཛད་པ་བཞུགས་སོ།,987,2,1,《པེ་》《སྣར་》, ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་ཀྱི་རྣམ་པར་བཤད་པ་འཕགས་པ་ཐོགས་མེད་ཀྱིས་མཛད་པ་བཞུགས་སོ། །,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།
,,3,2,《པེ་》《སྣར་》,ཁྱཱ།,,,,,,
,,4,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,5,4,《སྣར་》,བཞི།,,,,,,
,,6,5,《པེ་》《སྣར་》,བསམ།,,,,,,
,,7,6,《པེ་》《སྣར་》,pནི།,,,,,,
,,8,7,《པེ་》《སྣར་》,mན།,,,,,,
,988,9,1,《པེ་》《སྣར་》,pགྱིས།,,,,,,
,,10,2,《པེ་》《སྣར་》,རྗེའི།,,,,,,
,,11,3,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,12,4,《སྣར་》,གིས།,,,,,,
,,13,5,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,14,6,《པེ་》《སྣར་》,པ།,,,,,,
,,15,7,《པེ་》《སྣར་》,པ།,,,,,,
,989,16,1,《སྣར་》,ཚིགས།,,,,,,
,,17,2,《སྣར་》,mལས།,,,,,,
,,18,3,《པེ་》《སྣར་》,mཆོས་ཀྱི།,,,,,,
,,19,4,《སྣར་》,འཕྲེང་།,,,,,,
,,20,5,《པེ་》《སྣར་》,གའི།,,,,,,
,,21,6,《སྣར་》,རྟོགས།,,,,,,
,,22,7,《པེ་》《སྣར་》,དེའི།,,,,,,
,,23,8,《པེ་》,མཁས།,,,,,,
,,24,9,《སྣར་》,མ།,,,,,,
,,25,10,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,990,26,1,《པེ་》《སྣར་》,རྣམ།,,,,,,
,,27,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,28,3,《སྣར་》,བཞིའི།,,,,,,
,,29,4,《པེ་》《སྣར་》,གཞི།,,,,,,
,,30,5,《པེ་》《སྣར་》,mཤིན་ཏུ།,,,,,,
,,31,6,《པེ་》《སྣར་》,pལ།,,,,,,
,,32,7,《སྣར་》,ཀྱིས།,,,,,,
,,33,8,《པེ་》《སྣར་》,mལ།,,,,,,
,,34,9,《པེ་》《སྣར་》,པ།,,,,,,
,991,35,1,《པེ་》《སྣར་》,དེ།,,,,,,
,,36,2,《པེ་》《སྣར་》,pམངའ་བ།,,,,,,
,,37,3,《སྣར་》,གྱིས།,,,,,,
,,38,4,《པེ་》,ཐུགས།,,,,,,
,,39,5,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,,
,,40,6,《སྣར་》,སྟོད།,,,,,,
,,41,7,《པེ་》《སྣར་》,mཡོངས་སུ།,,,,,,
,,42,8,《པེ་》《སྣར་》,རྗེའི།,,,,,,
,992,43,1,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,44,2,《སྣར་》,བཞིའི།,,,,,,
,,45,3,《སྣར་》,ལྟ།,,,,,,
,,46,4,《པེ་》,གཞིའི་ལེའུ་རྗེས་ཐུགས།,《སྣར་》,བཞིའི་ལེའུ་རྗེས་ཐོགས།,,,,,
,,47,5,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,48,6,《པེ་》《སྣར་》,ཟས།,,,,,,
,993,49,1,《པེ་》《སྣར་》,mབའི།,,,,,,
,,50,2,《སྣར་》,mརྣམས།,,,,,,
,,51,3,《པེ་》《སྣར་》,པ།,,,,,,
,,52,4,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,53,5,《སྣར་》,ཕྱི།,,,,,,
,,54,6,《པེ་》《སྣར་》,mམི།,,,,,,
,,55,7,《པེ་》《སྣར་》,པའོ།,,,,,,
,,56,8,《པེ་》《སྣར་》,རྣམས།,,,,,,
,994,57,1,《པེ་》,pསྙིང་།,,,,,,
,,58,2,《སྣར་》,འཐར།,,,,,,
,,59,3,《པེ་》《སྣར་》,རྣམ་པར།,,,,,,
,,60,4,《པེ་》《སྣར་》,བརྟུལ།,,,,,,
,,61,5,《པེ་》《སྣར་》,ཅེས།,,,,,,
,,62,6,《པེ་》《སྣར་》,འཇིགས།,,,,,,
,,63,7,《པེ་》《སྣར་》,རྩིགས་པ་འཇིགས།,,,,,,
,995,64,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,65,2,《པེ་》《སྣར་》,རྩེ།,,,,,,
,,66,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,67,4,《སྣར་》,གིས།,,,,,,
,,68,5,《སྣར་》,གྱིས།,,,,,,
,,69,6,《པེ་》《སྣར་》,བ།,,,,,,
,,70,7,《པེ་》《སྣར་》,ཡི།,,,,,,
,,71,8,《པེ་》《སྣར་》,ནི།,,,,,,
,,72,9,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,73,10,《པེ་》《སྣར་》,པའོ།,,,,,,
,,74,11,《པེ་》《སྣར་》,mལ།,,,,,,
,996,75,1,《པེ་》,mཏུ།,,,,,,
,,76,2,《པེ་》《སྣར་》,མཐོང་བར།,,,,,,
,,77,3,《པེ་》《སྣར་》,pརྟོགས་པ་ལ།,,,,,,
,,78,4,《པེ་》《སྣར་》,mགཉིས།,,,,,,
,,79,5,《སྣར་》,གྱིས།,,,,,,
,,80,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,81,7,《པེ་》《སྣར་》,མཐུ།,,,,,,
,,82,8,《སྣར་》,བཀའ།,,,,,,
,,83,9,《པེ་》《སྣར་》,ཐིགས།,,,,,,
,997,84,1,《པེ་》《སྣར་》,mཔ་སྟེ་འཇིག་པར་བྱེད།,,,,,,
,,85,2,《པེ་》《སྣར་》,མཐུ།,,,,,,
,,86,3,《པེ་》,འཇིག,,,,,,
,,87,4,《སྣར་》,mཔར།,,,,,,
,,88,5,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,89,6,《སྣར་》,ཐོགས།,,,,,,
,,90,7,《པེ་》《སྣར་》,mལ།,,,,,,
,,91,8,《པེ་》,mཔར།,,,,,,
,,92,9,《པེ་》《སྣར་》,བཞི་པ།,,,,,,
,998,93,1,《སྣར་》,གྱི།,,,,,,
,,94,2,《པེ་》《སྣར་》,མཐུ།,,,,,,
,,95,3,《པེ་》《སྣར་》,mལ།,,,,,,
,,96,4,《པེ་》《སྣར་》,mམི།,,,,,,
,,97,5,《པེ་》《སྣར་》,པ།,,,,,,
,,98,6,《པེ་》《སྣར་》,སུ།,,,,,,
,,99,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,999,100,1,《སྣར་》,བཞུགས།,,,,,,
