མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
ཕུང་པོ་ལྔའི་རབ་བྱེད་ཟླ་བ་གྲགས་པས་མཛད་པ་བཞུགས།,1535,2,1,《པེ་》《སྣར་》,༄༅། །ཕུང་པོ་ལྔའི་རབ་བྱེད་ཟླ་བ་གྲགས་པས་མཛད་པ་བཞུགས། ,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང། 
,,3,2,《པེ་》《སྣར་》,ཀཱ།,,,,,,
,,4,3,《སྣར་》,པོའི།,,,,,,
,1536,5,1,《པེ་》《སྣར་》,mདག,,,,,,
,,6,2,《སྣར་》,བྱ་བའོ།,,,,,,
,1537,7,1,《སྣར་》,ནྀ།,,,,,,
,,8,2,《པེ་》《སྣར་》,ལ་བསྐྱེད།,,,,,,
,,9,3,《པེ་》《སྣར་》,པའི།,,,,,,
,1538,10,1,《པེ་》,མའི།;《སྣར་》,མེའི།,,,,,
,,11,2,《པེ་》《སྣར་》,འགྱུར་བས།,,,,,,
,,12,3,《པེ་》《སྣར་》,ལྤགས།,,,,,,
,,13,4,《པེ་》《སྣར་》,ཅེར།,,,,,,
,,14,5,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,15,6,《པེ་》《སྣར་》,ལ།,,,,,,
,,16,7,《པེ་》《སྣར་》,བསྟན།,,,,,,
,1539,17,1,《པེ་》《སྣར་》,བའོ།,,,,,,
,1540,18,1,《པེ་》《སྣར་》,mརང་བཞིན་གྱི།,,,,,,
,,19,2,《པེ་》《སྣར་》,དོ། །,,,,,,
,,20,3,《པེ་》《སྣར་》,པོའི།,,,,,,
,1541,21,1,《པེ་》《སྣར་》,པོ།,,,,,,
,,22,2,《པེ་》《སྣར་》,པ།,,,,,,
,,23,3,《པེ་》《སྣར་》,ཡིན།,,,,,,
,,24,4,《པེ་》《སྣར་》,mདུ།,,,,,,
,,25,5,《པེ་》《སྣར་》,གིའོ།,,,,,,
,,26,6,《པེ་》《སྣར་》,ཚན།,,,,,,
,1542,27,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,28,2,《པེ་》《སྣར་》,mཉིད།,,,,,,
,1543,29,1,《པེ་》《སྣར་》,pརྣམ་པར་ཤེས་པས།,,,,,,
,,30,2,《པེ་》《སྣར་》,mསོ།,,,,,,
,,31,3,《ཅོ་》,ཀྱིས།,,,,,,
,,32,4,《སྣར་》,འདུས།,,,,,,
,,33,5,《པེ་》《སྣར་》,mསེམས།,,,,,,
,,34,6,《པེ་》《སྣར་》,ན།,,,,,,
,,35,7,《པེ་》《སྣར་》,mཞིག,,,,,,
,1545,36,1,《པེ་》《སྣར་》,mདེ།,,,,,,
,1546,37,1,《པེ་》《སྣར་》,བ།,,,,,,
,,38,2,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,,
,,39,3,《པེ་》《སྣར་》,བ།,,,,,,
,,40,4,《པེ་》《སྣར་》,རོ། །,,,,,,
,1547,41,1,《པེ་》《སྣར་》,གང།,,,,,,
,,42,2,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,43,3,《སྣར་》,རྟོགས།,,,,,,
,,44,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,45,5,《པེ་》《སྣར་》,བཏང།,,,,,,
,,46,6,《པེ་》《སྣར་》,pལ།,,,,,,
,,47,7,《སྣར་》,རིག,,,,,,
,,48,8,《པེ་》,གིས།,,,,,,
,1548,49,1,《པེ་》《སྣར་》,ལས་བལྟོས།,,,,,,
,,50,2,《སྣར་》,ནི།,,,,,,
,1550,51,1,《པེ་》《སྣར་》,mསེམས།,,,,,,
,1551,52,1,《པེ་》《སྣར་》,པ།,,,,,,
,,53,2,《པེ་》《སྣར་》,mབ།,,,,,,
,1552,54,1,《སྣར་》,ཏུ།,,,,,,
,,55,2,《པེ་》《སྣར་》,ཏུ།,,,,,,
,,56,3,《པེ་》《སྣར་》,pམི་སློབ་པ་ཡང་མ་ཡིན།,,,,,,
,,57,4,《པེ་》《སྣར་》,བརྩོ་བ།,,,,,,
,1553,58,1,《པེ་》《སྣར་》,འདི།,,,,,,
,,59,2,《སྣར་》,དེའི།,,,,,,
,,60,3,《པེ་》《སྣར་》,pཔར།,,,,,,
,,61,4,《པེ་》《སྣར་》,mབ།,,,,,,
,,62,5,《པེ་》《སྣར་》,mཡིད་ལ།,,,,,,
,,63,6,《པེ་》《སྣར་》,ལ་ཟག་པ་མེད་པའི་ཏིང་ངེ་འཛིན་དང་མཚུངས་པར་ལྡན་པ་དེ་ནི་སློབ་པའི་ཡིད་ལ་བྱེད།,,,,,,
,,64,7,《པེ་》,mའགྲོ་བ་སྟེ། །གང་དུ་འདུན་པ།,,,,,,
,,65,8,《པེ་》《སྣར་》,mབ།,,,,,,
,,66,9,《པེ་》《སྣར་》,སྐུར་པར།,,,,,,
,,67,10,《པེ་》《སྣར་》,གྱི་བེམ།,,,,,,
,1554,68,1,《པེ་》《སྣར་》,ལས།,,,,,,
,,69,2,《པེ་》《སྣར་》,འཇལ།,,,,,,
,,70,3,《པེ་》《སྣར་》,ཞིང།,,,,,,
,,71,4,《པེ་》《སྣར་》,རྟོག,,,,,,
,,72,5,《སྣར་》,ལྟ།,,,,,,
,,73,6,《སྣར་》,སྲིད།,,,,,,
,1555,74,1,《པེ་》《སྣར་》,ལམ།,,,,,,
,,75,2,《པེ་》《སྣར་》,ལས།,,,,,,
,,76,3,《པེ་》《སྣར་》,ལྡང།,,,,,,
,,77,4,《པེ་》《སྣར་》,བུར།,,,,,,
,,78,5,《པེ་》《སྣར་》,ལས།,,,,,,
,,79,6,《པེ་》《སྣར་》,བརྗོད།,,,,,,
,1556,80,1,《སྣར་》,བཅོལ།,,,,,,
,,81,2,《པེ་》《སྣར་》,རྩ།,,,,,,
,,82,3,《སྣར་》,mཡོད་པ།,,,,,,
,,83,4,《པེ་》《སྣར་》,རྩ།,,,,,,
,,84,5,《པེ་》《སྣར་》,བཟུང།,,,,,,
,,85,6,《པེ་》《སྣར་》,རྩ།,,,,,,
,,86,7,《པེ་》《སྣར་》,mན།,,,,,,
,1557,87,1,《པེ་》《སྣར་》,རྩ།,,,,,,
,,88,2,《པེ་》《སྣར་》,ན།,,,,,,
,,89,3,《པེ་》,བསྟེན།,,,,,,
,,90,4,《པེ་》,བཤག;《སྣར་》,བཞག,,,,,
,,91,5,《པེ་》《སྣར་》,རྫས།,,,,,,
,,92,6,《པེ་》《སྣར་》,བདེན་པའི།,,,,,,
,,93,7,《པེ་》《སྣར་》,པ།,,,,,,
,1558,94,1,《སྣར་》,མིགས།,,,,,,
,,95,2,《པེ་》《སྣར་》,mགི།,,,,,,
,,96,3,《པེ་》《སྣར་》,བཞག,,,,,,
,1559,97,1,《པེ་》《སྣར་》,བརྟག,,,,,,
,,98,2,《སྣར་》,mརྗེས།,,,,,,
,,99,3,《པེ་》《སྣར་》,གཉིས།,,,,,,
,,100,4,《པེ་》《སྣར་》,mནི།,,,,,,
,1560,101,1,《པེ་》《སྣར་》,པ།,,,,,,
,,102,2,《པེ་》《སྣར་》,mདེ།,,,,,,
,,103,3,《པེ་》《སྣར་》,ན།,,,,,,
,,104,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,1561,105,1,《སྣར་》,mརོལ།,,,,,,
,,106,2,《པེ་》《སྣར་》,བོ།,,,,,,
,,107,3,《པེ་》《སྣར་》,བོ།,,,,,,
,1562,108,1,《པེ་》《སྣར་》,mསྒྲ།,,,,,,
,,109,2,《སྣར་》,བརྟགས།,,,,,,
,,110,3,《པེ་》《སྣར་》,pབཅུ་དང་བཅུ་གཅིག་གི་དང་ལྡན་པའི་རྡུལ་ཕྲ་རབ་ཀྱི་རིགས་པ་དེ་ཉིད་རྫས་དགུ་དང། ,,,,,,
,1563,111,1,《སྣར་》,སྒྲུབ།,,,,,,
,,112,2,《པེ་》《སྣར་》,mསུ།,,,,,,
,,113,3,《པེ་》《སྣར་》,པ།,,,,,,
,1564,114,1,《པེ་》《སྣར་》,བཟུང།,,,,,,
,,115,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,116,3,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,117,4,《པེ་》《སྣར་》,རྟོག,,,,,,
,,118,5,《པེ་》《སྣར་》,དེ།,,,,,,
,,119,6,《པེ་》《སྣར་》,མོས།,,,,,,
,1565,120,1,《པེ་》,mདངོས་པོའི།,,,,,,
,,121,2,《པེ་》《སྣར་》,mན།,,,,,,
,1566,122,1,《པེ་》《སྣར་》,mན།,,,,,,
,,123,2,《པེ་》《སྣར་》,བྱེད།,,,,,,
,,124,3,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,125,4,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,126,5,《པེ་》《སྣར་》,བར།,,,,,,
,1567,127,1,《སྣར་》,བརྟགས་པ་ཡི།,,,,,,
,,128,2,《སྣར་》,བཏགས།,,,,,,
,1569,129,1,《སྣར་》,བ།,,,,,,
,,130,2,《པེ་》《སྣར་》,རྟོག,,,,,,
,,131,3,《པེ་》,རིགས།,,,,,,
,,132,4,《པེ་》《སྣར་》,འགགས།,,,,,,
,,133,5,《པེ་》《སྣར་》,འགགས།,,,,,,
,,134,6,《པེ་》《སྣར་》,འགགས།,,,,,,
,1571,135,1,《པེ་》《སྣར་》,པས།,,,,,,
,,136,2,《པེ་》,ཁམས།,,,,,,
,,137,3,《སྣར་》,mན།,,,,,,
,,138,4,《པེ་》《སྣར་》,པ་ནི།,,,,,,
,,139,5,《པེ་》《སྣར་》,གཞག,,,,,,
,,140,6,《པེ་》《སྣར་》,གཞག,,,,,,
