མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
༄༅། །གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།,465,2,1,《པེ་》《སྣར་》,ཕྱོགས་ཆོས་དགུའི་འཁོར་ལོ་བཞུགས་སོ། །,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང། 
,,3,2,《པེ་》《སྣར་》,མ་རུ།,,,,,,
,,4,3,《པེ་》《སྣར་》,ཁོ་བོ།,,,,,,
,,5,4,《པེ་》《སྣར་》,ཡིན་ཏེ།,,,,,,
,,6,5,《པེ་》《སྣར་》,ཡིན།,,,,,,
,466,7,1,《པེ་》《སྣར་》,ལས་མིན་རྟག,,,,,,
,,8,2,《སྣར་》,རྩོལ།,,,,,,
,,9,3,《པེ་》《སྣར་》,རྟག,,,,,,
,,10,4,《པེ་》《སྣར་》,ཐད་དང།,,,,,,
,,11,5,《པེ་》《སྣར་》,ན།,,,,,,
,,12,6,《སྣར་》,ཡི། དེའི།,,,,,,
,,13,7,《པེ་》《སྣར་》,མཁའ་བུམ།,,,,,,
,,14,8,《པེ་》《སྣར་》,སྦྱར།,,,,,,
,,15,9,《པེ་》《སྣར་》,དགུ་ཡིས་འཁོར་ལོ་ནི།,,,,,,
,,16,10,《པེ་》《སྣར་》,mགྱི།,,,,,,
,,17,11,《པེ་》《སྣར་》,ཨ་ཤོ།,,,,,,
,,18,12,《པེ་》《སྣར་》,pརྟག་དང་མི་རྟག་རྩོལ་བྱུང་དང། །བར་དུ་རྟག་པ་རྣམ་གསུམ་དང། །རྩོལ་བྱུང་མིན་དང་མི་རྟག་རྟག །དགུ་པོ་དེ་ནི་བསྒྲུབ་བྱའི་ཆོས། །གཞལ་བྱ་བྱས་དང་མི་རྟག་དང། །བྱས་དང་མཉན་བྱ་རྩོལ་ལས་བྱུང། །མི་རྟག་རྩོལ་བྱུང་རེག་བྱ་མིན། །དགུ་པོ་འདི་ནི་རྟགས་རྣམས་ཡིན། །དང་པོ་གསུམ་པོ་མཐུན་ཕྱོགས་ལ། །ཡོད་པ་གཞིར་བཞག་མི་མཐུན་ལ། །ཁྱབ་བྱེད་གཏན་མེད་གཉིས་པའོ། །བར་བ་རྣམ་གསུམ་མཐུན་ཕྱོགས་ལ། །མེད་པ་གཞིར་བྱས་མི་མཐུན་ལ། །ཁྱབ་དང་མི་མཐུན་རྣམ་གཉིས་པའོ། །འོག་མ་གསུམ་པོ་མཐུན་ཕྱོགས་ལ། །རྣམ་པ་གཉིས་པ་བཞིར་བྱས་ནས། །མི་མཐུན་ཕྱོགས་ལ་ཁྱབ་པ་དང། །གཏན་མེད་རྣམ་པ་གཉིས་པ་ཡིན། །རིམ་པ་བཞིན་དུ་གོ་བར་མཛོད། །ཟུར་གཞི་དངོས་ཀྱི་མ་ངེས་པ། །ལོགས་གཉིས་ལ་ནི་འགལ་རྟགས་ཏེ། །དབུས་ཀྱི་དབུས་ནི་ཐུན་མོང་མིན། །དབུས་ཀྱི་ཐོག་མཐའ་ཡང་དག་དགོད། །བློ་གྲོས་བློའི་ཁྱོན་དུ་འཁུམས་པར་མཛོད།།  །།,,,,,,
