མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
༄༅། །ལུགས་ཀྱི་བསྟན་བཅོས་ཤེས་རབ་སྡོང་བུ་ཞེས་བྱ་བ།,1305,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》ལ་ལུགས་ཀྱི་བསྟན་བཅོས་ཤེས་རབ་སྡོང་བུ་ཞེས་བྱ་བ་བཞུགས། ཞེས་འཁོད།,
,,3,2,《པེ་》《སྣར་》,ཏཱི།,
,,4,3,《པེ་》《སྣར་》,ན།,
,,5,4,《པེ་》《སྣར་》,པས།,
,,6,5,《པེ་》,སྤོང་།,《སྣར་》,སྤོངས།
,,7,6,《པེ་》《སྣར་》,སྤོངས།,
,,8,7,《པེ་》《སྣར་》,གསོ།,
,,9,8,《པེ་》《སྣར་》,སྤོངས།,
,,10,9,《པེ་》《སྣར་》,གྲུབ།,
,1306,11,1,《པེ་》《སྣར་》,བསྟན།,
,,12,2,《པེ་》《སྣར་》,མིས་ནི།,
,,13,3,《པེ་》《སྣར་》,བསྟན།,
,,14,4,《པེ་》,བ།,
,,15,5,《པེ་》,རྩ་ནས་བཅད།,《སྣར་》,རྩད་ནས་བཅད།
,,16,6,《པེ་》《སྣར་》,ཀྱིས་བསྐལ། དེ།,
,,17,7,《པེ་》,ཡིས།,
,,18,8,《པེ་》《སྣར་》,འཕུང་།,
,,19,9,《པེ་》,སྐྱེགས།,
,,20,10,《པེ་》《སྣར་》,བསྙུང་།,
,1307,21,1,《པེ་》《སྣར་》,ཁུར་ཁུར་འཚོ་བ་སླ།,
,,22,2,《པེ་》《སྣར་》,སླ།,
,,23,3,《པེ་》《སྣར་》,སླ།,
,,24,4,《པེ་》《སྣར་》,གིས།,
,,25,5,《པེ་》《སྣར་》,ལ།,
,,26,6,《སྣར་》,མཛད།,
,,27,7,《པེ་》《སྣར་》,སྲོག་མཁར།,
,1308,28,1,《པེ་》《སྣར་》,འདུ།,
,,29,2,《པེ་》,གྲོགས་མཁར།,《སྣར་》,གྲོག་མཁར།
,,30,3,《པེ་》《སྣར་》,ལས།,
,,31,4,《པེ་》《སྣར་》,རྟེན།,
,,32,5,《པེ་》《སྣར་》,པས།,
,,33,6,《པེ་》《སྣར་》,བིལྭ་ཆུ་ངན།,
,,34,7,《པེ་》《སྣར་》,སྟོངས།,
,,35,8,《པེ་》,སྦྱར།,
,,36,9,《པེ་》《སྣར་》,འདོགས་པ།,
,,37,10,《པེ་》《སྣར་》,སྡིགས།,
,,38,11,《པེ་》《སྣར་》,བསྟན།,
,,39,12,《པེ་》,ཡིས།,
,1309,40,1,《པེ་》,ཀྱིས།,
,,41,2,《པེ་》《སྣར་》,སྲེག,
,,42,3,《པེ་》《སྣར་》,ས།,
,,43,4,《པེ་》《སྣར་》,དམའ་བ་ཡི།,
,,44,5,《པེ་》《སྣར་》,རྩ།,
,,45,6,《པེ་》《སྣར་》,སླ།,
,,46,7,《པེ་》,བདུད།,《སྣར་》,བཏུད།
,,47,8,《པེ་》《སྣར་》,བསླངས།,
,1310,48,1,《པེ་》《སྣར་》,ནས།,
,,49,2,《པེ་》《སྣར་》,སླ།,
,,50,3,《པེ་》,ཁ།,
,,51,4,《པེ་》《སྣར་》,འཇིག,
,,52,5,《པེ་》《སྣར་》,སར།,
,,53,6,《ཅོ་》,ནུར།,
,,54,7,《པེ་》《སྣར་》,ཕོངས།,
,,55,8,《པེ་》《སྣར་》,སྤོང་།,
,,56,9,《པེ་》《སྣར་》,སྟེན།,
,,57,10,《པེ་》《སྣར་》,རྩི།,
,,58,11,《པེ་》《སྣར་》,འཛགས།,
,,59,12,《སྣར་》,རིག,
,,60,13,《སྣར་》,བསྟན།,
,,61,14,《སྣར་》,ཕོངས།,
,1311,62,1,《པེ་》《སྣར་》,གླེན་ཞིང་ལྐུག,
,,63,2,《པེ་》《སྣར་》,མཁྲི།,
,,64,3,《སྣར་》,༼ མ།,
,,65,4,《སྣར་》,ཉམས།,
,,66,5,《པེ་》《སྣར་》,འདྲན།,
,,67,6,《པེ་》《སྣར་》,འདེབས།,
,,68,7,《པེ་》《སྣར་》,སྐྱུར།,
,,69,8,《པེ་》《སྣར་》,པའི། །དེ།,
,,70,9,《པེ་》《སྣར་》,འཕུང་།,
,,71,10,《པེ་》《སྣར་》,ཁྱེའུ།,
,1312,72,1,《པེ་》,པོ་འམ།,《སྣར་》,པ་འམ།
,,73,2,《པེ་》《སྣར་》,སྡོ།,
,,74,3,《སྣར་》,ཞུགས།,
,,75,4,《པེ་》《སྣར་》,བརྩེ།,
,,76,5,《པེ་》,སྐྱེས་དགུ།,《སྣར་》,སྐྱེས་བུ།
,,77,6,《པེ་》《སྣར་》,འཕུང་དེ་ཡིས་འཕུང་།,
,,78,7,《པེ་》《སྣར་》,གང་།,
,,79,8,《པེ་》《སྣར་》,སྒྲ།,
,,80,9,《པེ་》《སྣར་》,པ།,
,,81,10,《སྣར་》,པའི།,
,,82,11,《པེ་》《སྣར་》,ལྟུང་།,
,,83,12,《པེ་》《སྣར་》,རྒོད།,
,1313,84,1,《པེ་》《སྣར་》,བསྲུང་།,
,,85,2,《པེ་》《སྣར་》,བཏང་།,
,,86,3,《པེ་》《སྣར་》,བཤན།,
,,87,4,《པེ་》《སྣར་》,འཛེག,
,,88,5,《པེ་》《སྣར་》,གི།,
,,89,6,《པེ་》《སྣར་》,གིས།,
,,90,7,《པེ་》,བསད།,《སྣར་》,གི་བསད།
,,91,8,《པེ་》《སྣར་》,པ།,
,,92,9,《པེ་》《སྣར་》,འཕུང་།,
,,93,10,《སྣར་》,ཡིས།,
,,94,11,《སྣར་》,མ།,
,,95,12,《པེ་》,གིས།,
,,96,13,《པེ་》《སྣར་》,ལ།,
,,97,14,《པེ་》《སྣར་》,དང་།,
,1314,98,1,《པེ་》,བསྣུན་ལ་བལྟོས།,《སྣར་》,སྣུན་ལ་བལྟོས།
,,99,2,《པེ་》《སྣར་》,བལྟོས།,
,,100,3,《པེ་》《སྣར་》,སྡུག,
,,101,4,《སྣར་》,འགྱུར།,
,,102,5,《ཅོ་》,བཅོས།,
,,103,6,《པེ་》《སྣར་》,རྟུལ།,
,,104,7,《པེ་》《སྣར་》,སྔོན།,
,,105,8,《པེ་》《སྣར་》,ཡིས།,
,,106,9,《པེ་》《སྣར་》,ཅིས།,
,,107,10,《པེ་》,བཞིན་པ།,《སྣར་》,པ་བཞིན།
,,108,11,《པེ་》,གའི།,
,,109,12,《པེ་》《སྣར་》,ན།,
,,110,13,《པེ་》《སྣར་》,སྤངས།,
,1315,111,1,《པེ་》《སྣར་》,ཉམས།,
,,112,2,《པེ་》《སྣར་》,འཐུངས།,
,,113,3,《པེ་》《སྣར་》,སློངས།,
,,114,4,《སྣར་》,༼ དེ།,
,,115,5,《པེ་》《སྣར་》,ཟད།,
,,116,6,《པེ་》《སྣར་》,ཟློག,
,,117,7,《སྣར་》,འདིས།,
,,118,8,《པེ་》《སྣར་》,ཁྱོད།,《ཅོ་》,ཁྱེར།
,,119,9,《པེ་》,གྱུར་པ། །དེར།,《སྣར་》,གྱུར་པ། །དེ།
,,120,10,《པེ་》《སྣར་》,འཕུང་།,
,,121,11,《པེ་》,སྟེང་།,
